id,y,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
14130,18722,100,16,60,18.34 ,ベガルタ仙台,サンフレッチェ広島,19694,スカパー／ｅ２／スカパー光,2,2,-10,20.4,62%,吉田　寿光,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,赤嶺　真吾,ウイルソン,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人
14131,12147,100,16,60,19.03 ,大宮アルディージャ,清水エスパルス,15600,スカパー／ｅ２／スカパー光／テレ玉,1,0,-10,22.9,71%,中村　太,大宮アルディージャ,江角　浩司,村上　和弘,深谷　友基,菊地　光将,下平　匠,青木　拓矢,カルリーニョス,東　慶悟,渡部　大輔,曺　永哲,長谷川　悠,清水エスパルス,林　彰洋,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,小野　伸二,河井　陽介,アレックス,伊藤　翔,大前　元紀
14132,18056,100,16,60,19.04 ,川崎フロンターレ,ヴィッセル神戸,26530,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,0,1,-10,23.8,63%,村上　伸次,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,田中　淳一,稲本　潤一,中村　憲剛,楠神　順平,田坂　祐介,レナト,矢島　卓郎,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,田中　英雄,大屋　翼,野沢　拓也,森岡　亮太,都倉　賢,吉田　孝行
14133,35506,100,16,60,19.03 ,アルビレックス新潟,鹿島アントラーズ,42300,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,1,1,-10,25.7,59%,今村　義朗,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,菊地　直哉,三門　雄大,本間　勲,藤田　征也,田中　亜土夢,ブルーノ　ロペス,ミシェウ,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,柴崎　岳,小笠原　満男,遠藤　康,ドゥトラ,興梠　慎三,大迫　勇也
14134,13923,100,16,60,19.03 ,ジュビロ磐田,ＦＣ東京,15165,スカパー／ｅ２／スカパー光,3,1,-10,23.6,85%,東城　穣,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,チョ　ビョングク,小林　裕紀,山本　脩斗,山本　康裕,藤田　義明,山崎　亮平,前田　遼一,ＦＣ東京,権田　修一,徳永　悠平,加賀　健一,森重　真人,椋原　健太,高橋　秀人,米本　拓司,谷澤　達也,長谷川　アーリアジャスール,田邉　草民,ルーカス
14135,14006,100,16,60,19.04 ,ガンバ大阪,柏レイソル,21000,スカパー／ｅ２／スカパー光,2,6,-40,24.5,87%,扇谷　健司,ガンバ大阪,藤ヶ谷　陽介,内田　達也,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,佐藤　晃大,柏レイソル,菅野　孝憲,酒井　宏樹,増嶋　竜也,近藤　直也,那須　大亮,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,澤　昌克,工藤　壮人
14136,36723,100,16,60,19.03 ,セレッソ大阪,浦和レッズ,47816,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレビ大阪,1,1,-40,24.3,91%,家本　政明,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,キム　ボギョン,清武　弘嗣,ケンペス,柿谷　曜一朗,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気
14137,10345,100,16,60,19.03 ,サガン鳥栖,コンサドーレ札幌,24490,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,1,0,-40,26.1,89%,木村　博之,サガン鳥栖,奥田　達朗,丹羽　竜平,キム　クナン,坂井　達弥,磯崎　敬太,岡本　知剛,藤田　直之,早坂　良太,金　民友,池田　圭,豊田　陽平,コンサドーレ札幌,杉山　哲,日高　拓磨,ジェイド　ノース,岡山　一成,岩沼　俊介,古田　寛幸,山本　真希,前　貴之,砂川　誠,岡本　賢明,宮澤　裕樹
14138,7673,100,17,60,14.03 ,コンサドーレ札幌,アルビレックス新潟,19620,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,0,1,-10,25.7,57%,山本　雄大,コンサドーレ札幌,杉山　哲,日高　拓磨,岡山　一成,奈良　竜樹,岩沼　俊介,山本　真希,河合　竜二,古田　寛幸,砂川　誠,岡本　賢明,内村　圭宏,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,菊地　直哉,三門　雄大,本間　勲,藤田　征也,田中　亜土夢,ブルーノ　ロペス,ミシェウ
14139,30047,100,17,60,18.03 ,浦和レッズ,サガン鳥栖,63700,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／テレ玉,4,3,-40,22.1,86%,廣瀬　格,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,早坂　良太,岡本　知剛,藤田　直之,金　民友,池田　圭,豊田　陽平
14140,14133,100,17,60,18.04 ,清水エスパルス,川崎フロンターレ,20281,スカパー／ｅ２／スカパー光,0,0,-10,26.3,78%,アントニオ　アリアス,清水エスパルス,林　彰洋,李　記帝,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,村松　大輔,河井　陽介,杉山　浩太,小野　伸二,アレックス,大前　元紀,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,田中　雄大,稲本　潤一,中村　憲剛,楠神　順平,レナト,小林　悠,矢島　卓郎
14141,12787,100,17,60,18.34 ,鹿島アントラーズ,大宮アルディージャ,40728,スカパー／ｅ２／スカパー光,1,0,-40,19.5,93%,西村　雄一,鹿島アントラーズ,曽ヶ端　準,西　大伍,山村　和也,中田　浩二,新井場　徹,柴崎　岳,小笠原　満男,ドゥトラ,遠藤　康,大迫　勇也,興梠　慎三,大宮アルディージャ,江角　浩司,村上　和弘,深谷　友基,菊地　光将,下平　匠,青木　拓矢,カルリーニョス,東　慶悟,渡部　大輔,曺　永哲,長谷川　悠
14142,24633,100,17,60,18.35 ,ＦＣ東京,ガンバ大阪,49970,スカパー／ｅ２／スカパー光,3,2,-20,20.8,94%,飯田　淳平,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,加賀　健一,中村　北斗,高橋　秀人,米本　拓司,谷澤　達也,長谷川　アーリアジャスール,田邉　草民,ルーカス,ガンバ大阪,藤ヶ谷　陽介,武井　択也,金　正也,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,佐藤　晃大,阿部　浩之
14143,25459,100,17,60,19.04 ,柏レイソル,名古屋グランパス,54224,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,1,2,-40,21.2,93%,家本　政明,柏レイソル,菅野　孝憲,那須　大亮,増嶋　竜也,近藤　直也,橋本　和,水野　晃樹,茨田　陽生,レアンドロ　ドミンゲス,大谷　秀和,ジョルジ　ワグネル,澤　昌克,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,永井　謙佑,ケネディ,金崎　夢生
14144,9751,100,17,60,19.03 ,横浜Ｆ・マリノス,セレッソ大阪,15454,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,1,1,-40,22.2,85%,井上　知大,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,兵藤　慎剛,齋藤　学,小野　裕二,マルキーニョス,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,ブランキーニョ,柿谷　曜一朗,ケンペス,播戸　竜二
14145,15062,100,17,60,19.05 ,ヴィッセル神戸,ベガルタ仙台,30132,スカパー／ｅ２／スカパー光,0,1,-10,24.8,58%,東城　穣,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,田中　英雄,橋本　英郎,野沢　拓也,大久保　嘉人,都倉　賢,吉田　孝行,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,赤嶺　真吾,ウイルソン
14146,12769,100,17,60,19.05 ,サンフレッチェ広島,ジュビロ磐田,50000,スカパー／ｅ２／スカパー光,2,0,-10,21.5,82%,村上　伸次,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,チョ　ビョングク,小林　裕紀,山崎　亮平,山田　大記,山本　康裕,藤田　義明,前田　遼一
14147,14092,100,18,60,18.03 ,清水エスパルス,柏レイソル,20281,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）,3,5,-10,27,80%,西村　雄一,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,河井　陽介,大前　元紀,小野　伸二,アレックス,高原　直泰,柏レイソル,菅野　孝憲,増嶋　竜也,近藤　直也,那須　大亮,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,澤　昌克,茨田　陽生,ジョルジ　ワグネル,田中　順也
14148,9635,100,18,60,19.03 ,大宮アルディージャ,ヴィッセル神戸,15600,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,2,2,-10,29.9,68%,扇谷　健司,大宮アルディージャ,江角　浩司,村上　和弘,菊地　光将,深谷　友基,下平　匠,東　慶悟,青木　拓矢,カルリーニョス,渡部　大輔,清水　慎太郎,曺　永哲,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,田中　英雄,橋本　英郎,朴　康造,野沢　拓也,都倉　賢,小川　慶治朗
14149,33998,100,18,60,19.03 ,アルビレックス新潟,浦和レッズ,42300,スカパー／ｅ２／スカパー光,0,0,-10,24.9,82%,高山　啓義,アルビレックス新潟,東口　順昭,藤田　征也,鈴木　大輔,石川　直樹,菊地　直哉,三門　雄大,本間　勲,田中　亜土夢,アラン　ミネイロ,ブルーノ　ロペス,ミシェウ,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気
14150,11367,100,18,60,19.05 ,ジュビロ磐田,コンサドーレ札幌,15165,スカパー／ｅ２／スカパー光,4,1,-20,26.9,87%,福島　孝一郎,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,山本　康裕,山崎　亮平,前田　遼一,コンサドーレ札幌,杉山　哲,日高　拓磨,ジェイド　ノース,奈良　竜樹,岩沼　俊介,古田　寛幸,山本　真希,宮澤　裕樹,砂川　誠,岡本　賢明,内村　圭宏
14151,24397,100,18,60,19.03 ,名古屋グランパス,ベガルタ仙台,40000,スカパー／ｅ２／スカパー光,0,0,-20,27.8,80%,飯田　淳平,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,田中　マルクス闘莉王,阿部　翔平,小川　佳純,田口　泰士,藤本　淳吾,永井　謙佑,ケネディ,金崎　夢生,ベガルタ仙台,林　卓人,菅井　直樹,角田　誠,渡辺　広大,朴　柱成,松下　年宏,田村　直也,太田　吉彰,梁　勇基,ウイルソン,赤嶺　真吾
14152,14966,100,18,60,19.03 ,ガンバ大阪,横浜Ｆ・マリノス,21000,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,1,2,-20,27.9,77%,木村　博之,ガンバ大阪,藤ヶ谷　陽介,武井　択也,丹羽　大輝,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,佐々木　勇人,二川　孝広,佐藤　晃大,阿部　浩之,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,金井　貢史,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,小野　裕二,谷口　博之
14153,26534,100,18,60,19.04 ,セレッソ大阪,鹿島アントラーズ,47816,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,0,1,-20,28.7,75%,佐藤　隆治,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,ブランキーニョ,柿谷　曜一朗,ケンペス,播戸　竜二,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,小笠原　満男,柴崎　岳,ドゥトラ,遠藤　康,大迫　勇也,興梠　慎三
14154,11585,100,18,60,19.04 ,サンフレッチェ広島,川崎フロンターレ,50000,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,3,0,-40,23.6,96%,山本　雄大,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,石川　大徳,青山　敏弘,森﨑　和幸,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,田中　淳一,稲本　潤一,中村　憲剛,楠神　順平,田坂　祐介,レナト,小林　悠
14155,13891,100,18,60,19.04 ,サガン鳥栖,ＦＣ東京,24490,スカパー／ｅ２／スカパー光,1,0,-20,26.7,90%,今村　義朗,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,岡本　知剛,藤田　直之,水沼　宏太,金　民友,池田　圭,豊田　陽平,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,加賀　健一,中村　北斗,高橋　秀人,米本　拓司,田邉　草民,長谷川　アーリアジャスール,谷澤　達也,ルーカス
14156,8360,100,19,60,16.04 ,コンサドーレ札幌,名古屋グランパス,19620,スカパー／ｅ２／スカパー光,2,1,-10,27.4,59%,扇谷　健司,コンサドーレ札幌,杉山　哲,日高　拓磨,ジェイド　ノース,金　載桓,岩沼　俊介,山本　真希,宮澤　裕樹,古田　寛幸,ハモン,岡本　賢明,テレ,名古屋グランパス,高木　義成,田中　隼磨,ダニエル,増川　隆洋,阿部　翔平,小川　佳純,田口　泰士,藤本　淳吾,吉田　眞紀人,田中　マルクス闘莉王,金崎　夢生
14157,28142,100,19,60,18.03 ,浦和レッズ,ジュビロ磐田,63700,スカパー／ｅ２／スカパー光／テレ玉,2,0,-10,31.3,62%,山本　雄大,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,宇賀神　友弥,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山崎　亮平,松浦　拓弥,山本　脩斗,前田　遼一
14158,14611,100,19,60,18.34 ,ベガルタ仙台,サガン鳥栖,19694,スカパー／ｅ２／スカパー光,1,1,-10,27.6,78%,家本　政明,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,朴　柱成,松下　年宏,田村　直也,太田　吉彰,梁　勇基,赤嶺　真吾,ウイルソン,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,水沼　宏太,岡本　知剛,藤田　直之,金　民友,池田　圭,豊田　陽平
14159,15496,100,19,60,18.34 ,鹿島アントラーズ,サンフレッチェ広島,40728,スカパー／ｅ２／スカパー光,2,2,-20,29,77%,飯田　淳平,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,青木　剛,新井場　徹,柴崎　岳,小笠原　満男,遠藤　康,ドゥトラ,大迫　勇也,ジュニーニョ,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,石川　大徳,青山　敏弘,森﨑　和幸,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人
14160,23430,100,19,60,18.34 ,ＦＣ東京,アルビレックス新潟,49970,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＴＯＫＹＯ　ＭＸ,0,2,-10,29.5,69%,前田　拓哉,ＦＣ東京,塩田　仁史,椋原　健太,森重　真人,加賀　健一,中村　北斗,高橋　秀人,長谷川　アーリアジャスール,石川　直宏,ルーカス,谷澤　達也,渡邉　千真,アルビレックス新潟,東口　順昭,村上　佑介,大井　健太郎,石川　直樹,菊地　直哉,三門　雄大,本間　勲,藤田　征也,田中　亜土夢,ミシェウ,ブルーノ　ロペス
